Symbol,Company,Date,EPS_Estimate,Reported_EPS,Surprise (%)
WFC,Wells Fargo & Company,"Jul 18, 2000",0.31,0.32,+0.64
WFC,Wells Fargo & Company,"Apr 18, 2000",0.3,0.31,+1.73
WFC,Wells Fargo & Company,"Jan 18, 2000",0.3,0.29,-1.75
WFC,Wells Fargo & Company,"Oct 19, 1999",0.29,0.28,-0.06
WFC,Wells Fargo & Company,"Jul 19, 1999",0.27,0.28,+1.1
WFC,Wells Fargo & Company,"Apr 20, 1999",0.25,0.27,+5.23
WFC,Wells Fargo & Company,"Jan 19, 1999",0.23,0.23,-0.39
WFC,Wells Fargo & Company,"Oct 15, 1998",0.25,0.25,-0.5
WFC,Wells Fargo & Company,"Jul 14, 1998",0.25,0.25,+2.04
WFC,Wells Fargo & Company,"Apr 14, 1998",0.24,0.24,-0.09
WFC,Wells Fargo & Company,"Jan 15, 1998",0.23,0.23,-1.76
WFC,Wells Fargo & Company,"Oct 13, 1997",0.22,0.22,+0.04
WFC,Wells Fargo & Company,"Jul 14, 1997",0.22,0.22,-0.12
WFC,Wells Fargo & Company,"Apr 14, 1997",0.21,0.21,+0.85
WFC,Wells Fargo & Company,"Jan 16, 1997",0.2,0.2,-0.13
WFC,Wells Fargo & Company,"Oct 14, 1996",0.2,0.2,+0.4
