Symbol,Company,Date,EPS_Estimate,Reported_EPS,Surprise (%)
PNC,"The PNC Financial Services Group, Inc.","Jul 17, 2008",1.16,1.45,+24.86
PNC,"The PNC Financial Services Group, Inc.","Apr 17, 2008",1.18,1.09,-7.63
PNC,"The PNC Financial Services Group, Inc.","Jan 17, 2008",1.07,1.07,-0.44
PNC,"The PNC Financial Services Group, Inc.","Oct 18, 2007",1.35,1.37,+1.24
PNC,"The PNC Financial Services Group, Inc.","Jul 19, 2007",1.36,1.25,-7.82
PNC,"The PNC Financial Services Group, Inc.","Apr 18, 2007",1.32,1.38,+4.92
PNC,"The PNC Financial Services Group, Inc.","Jan 23, 2007",1.3,1.3,+0.27
PNC,"The PNC Financial Services Group, Inc.","Oct 31, 2006",1.23,1.28,+3.81
PNC,"The PNC Financial Services Group, Inc.","Jul 19, 2006",1.23,1.28,+4.07
PNC,"The PNC Financial Services Group, Inc.","Apr 20, 2006",1.17,1.19,+1.42
PNC,"The PNC Financial Services Group, Inc.","Jan 19, 2006",1.12,1.2,+7.39
PNC,"The PNC Financial Services Group, Inc.","Oct 20, 2005",1.05,1.14,+8.48
PNC,"The PNC Financial Services Group, Inc.","Jul 19, 2005",1.05,1.06,+0.95
PNC,"The PNC Financial Services Group, Inc.","Apr 21, 2005",1.01,1.08,+7.15
PNC,"The PNC Financial Services Group, Inc.","Jan 21, 2005",1.04,1.08,+3.91
PNC,"The PNC Financial Services Group, Inc.","Oct 20, 2004",1.03,0.91,-11.29
PNC,"The PNC Financial Services Group, Inc.","Jul 21, 2004",1.02,1.07,+4.9
PNC,"The PNC Financial Services Group, Inc.","Apr 21, 2004",0.98,1.15,+17.28
PNC,"The PNC Financial Services Group, Inc.","Jan 21, 2004",0.99,1.08,+9.09
PNC,"The PNC Financial Services Group, Inc.","Oct 16, 2003",0.96,1,+3.95
PNC,"The PNC Financial Services Group, Inc.","Jul 21, 2003",0.93,0.96,+3.37
PNC,"The PNC Financial Services Group, Inc.","Apr 17, 2003",0.93,0.92,-1.01
PNC,"The PNC Financial Services Group, Inc.","Jan 16, 2003",0.93,0.97,+4.04
PNC,"The PNC Financial Services Group, Inc.","Oct 17, 2002",1.04,1,-3.41
PNC,"The PNC Financial Services Group, Inc.","Jul 18, 2002",1.11,1.12,+0.85
PNC,"The PNC Financial Services Group, Inc.","Apr 19, 2002",1.08,1.11,+2.73
PNC,"The PNC Financial Services Group, Inc.","Jan 17, 2002",1,1.01,+1
PNC,"The PNC Financial Services Group, Inc.","Oct 18, 2001",1.05,1.05,-0.25
PNC,"The PNC Financial Services Group, Inc.","Jul 19, 2001",1.08,1.1,+1.42
PNC,"The PNC Financial Services Group, Inc.","Apr 19, 2001",1.09,1.03,-5.22
PNC,"The PNC Financial Services Group, Inc.","Jan 18, 2001",1.12,1.13,+0.64
PNC,"The PNC Financial Services Group, Inc.","Oct 19, 2000",1.09,1.11,+1.69
PNC,"The PNC Financial Services Group, Inc.","Jul 13, 2000",1.06,1.06,-0.09
PNC,"The PNC Financial Services Group, Inc.","Apr 13, 2000",1.02,1.03,+1.03
PNC,"The PNC Financial Services Group, Inc.","Jan 13, 2000",1.01,1.01,-0.22
PNC,"The PNC Financial Services Group, Inc.","Oct 20, 1999",0.99,1,+0.81
PNC,"The PNC Financial Services Group, Inc.","Jul 15, 1999",0.96,0.98,+2.02
PNC,"The PNC Financial Services Group, Inc.","Apr 22, 1999",0.94,0.94,+0.47
PNC,"The PNC Financial Services Group, Inc.","Jan 19, 1999",0.92,0.92,+0.25
PNC,"The PNC Financial Services Group, Inc.","Oct 15, 1998",0.91,0.91,-0.35
PNC,"The PNC Financial Services Group, Inc.","Jul 16, 1998",0.89,0.92,+3.9
PNC,"The PNC Financial Services Group, Inc.","Apr 14, 1998",0.86,0.87,+1.38
PNC,"The PNC Financial Services Group, Inc.","Jan 15, 1998",0.85,0.85,+0.56
PNC,"The PNC Financial Services Group, Inc.","Oct 15, 1997",0.83,0.83,+0.16
PNC,"The PNC Financial Services Group, Inc.","Jul 16, 1997",0.81,0.81,-0.18
PNC,"The PNC Financial Services Group, Inc.","Apr 15, 1997",0.79,0.8,+1.47
